line_global,folio_id,section_label,visual_category,line_in_folio,token_count,paragraph_initial_line,raw_line_tag,tokens
3174,f84v,biological_balneological,biological_balneological,8,6,False,"f84v.8,+P0",qokedy okedy qokeedy okeedy shedy qoky
3175,f84v,biological_balneological,biological_balneological,9,6,False,"f84v.9,+P0",eol qolchey okeedy saiin okeedy chkeedy
3176,f84v,biological_balneological,biological_balneological,10,7,False,"f84v.10,+P0",qoteed otedy sheedy qokeedy qoeedy okeedy dam
3177,f84v,biological_balneological,biological_balneological,11,9,False,"f84v.11,+P0",edy qoeedy ol cheey daiin chckhedy dain dy daiin
3178,f84v,biological_balneological,biological_balneological,12,9,False,"f84v.12,+P0",qokees qokedy otedy shedy qokedy dol olkeedy dol teedam
3179,f84v,biological_balneological,biological_balneological,13,10,False,"f84v.13,+P0",shedol chedy okedy otal chckhedy qotedy dokedy dol lkeey qokydy
3180,f84v,biological_balneological,biological_balneological,14,13,False,"f84v.14,+P0",dshey olkeey dol ol otedy okedy okedy qokedy dal dar ol chedy sain
3181,f84v,biological_balneological,biological_balneological,15,10,False,"f84v.15,+P0",qokshedy qokeed daiin checthy okal ol kedy chedy dolkedy okedam
3182,f84v,biological_balneological,biological_balneological,16,12,False,"f84v.16,+P0",soiiin ol chedy qol tedy shey qokedy qokey dol ol shedy qokedy
3183,f84v,biological_balneological,biological_balneological,17,11,False,"f84v.17,+P0",qokeey otol chedy daiin dol sheedy chedy okedy kchdy kol koldy
3184,f84v,biological_balneological,biological_balneological,18,11,False,"f84v.18,+P0",dsheey qokeedy ykedy qokor shedy qoky dol shckhy qokain ol koldy
3185,f84v,biological_balneological,biological_balneological,19,12,False,"f84v.19,+P0",solkes olokar sheky shkol qokar chdy tal shedy okar okedy shedy dy
3186,f84v,biological_balneological,biological_balneological,20,5,False,"f84v.20,+P0",tolshy qoky qokedy shedy qoteedy
3187,f84v,biological_balneological,biological_balneological,21,9,False,"f84v.21,+P0",pcholshedy shtol okedy opcholor kchdy ofched aiin cfheey ols
3188,f84v,biological_balneological,biological_balneological,22,11,False,"f84v.22,+P0",oshey tedy okain shey qokedy kchdy okedy okey dy okedy olshdy
3189,f84v,biological_balneological,biological_balneological,23,7,False,"f84v.23,+P0",qokeey olkaiin okol shedy cthy korol oror
3190,f84v,biological_balneological,biological_balneological,24,6,False,"f84v.24,+P0",cheey okeedy olkain olchey saiin oly
3191,f84v,biological_balneological,biological_balneological,25,6,False,"f84v.25,+P0",qokain okain olol okal chedy chedy
3192,f84v,biological_balneological,biological_balneological,26,6,False,"f84v.26,+P0",ol qokar shdy qol otedy olchedy
3193,f84v,biological_balneological,biological_balneological,27,5,False,"f84v.27,+P0",or shedy qolkeedy olchedy olkal
3194,f84v,biological_balneological,biological_balneological,28,6,False,"f84v.28,+P0",dal shedy qokedy shedy dain daiin
3195,f84v,biological_balneological,biological_balneological,29,6,False,"f84v.29,+P0",sain shedy qokeey daiin okedy oldy
3196,f84v,biological_balneological,biological_balneological,30,6,False,"f84v.30,+P0",qokey ol keed qokedy qokey qokeoly
3197,f84v,biological_balneological,biological_balneological,31,7,False,"f84v.31,+P0",chal daiin otal chdy otal chckhor aly
3198,f84v,biological_balneological,biological_balneological,32,7,False,"f84v.32,+P0",qokedy shey kal okedy yfchedy tedy lolor
3199,f84v,biological_balneological,biological_balneological,33,8,False,"f84v.33,+P0",shedy qokey qokedy chey dar okey okeshy olchy
3200,f84v,biological_balneological,biological_balneological,34,10,False,"f84v.34,+P0",qokain ol chedy alchey al or chdy dchey okey lchy
3201,f84v,biological_balneological,biological_balneological,35,10,False,"f84v.35,+P0",shor ol okain shedy olshedy tol okeedy chedy okedy lol
3202,f84v,biological_balneological,biological_balneological,36,11,False,"f84v.36,+P0",qokey sol kedy okey lkain shey shes ol shedy qokeey ror
3203,f84v,biological_balneological,biological_balneological,37,9,False,"f84v.37,+P0",chckhy qokaiin shey dain qokeey daiin okaiin qokal dys
3204,f84v,biological_balneological,biological_balneological,38,8,False,"f84v.38,+P0",qokchey qokeedy okedy dolor ol chedy oteol olol
3205,f84v,biological_balneological,biological_balneological,39,9,False,"f84v.39,+P0",lshedy qol aiin okey olchey lchey olshedy shckhy soly
3206,f84v,biological_balneological,biological_balneological,40,8,False,"f84v.40,+P0",yteedar olkeey olchey qokey lkeoldy daiin olkedy ykaiin
3207,f84v,biological_balneological,biological_balneological,41,5,False,"f84v.41,+P0",sor otes doltedy otol chedy
3208,f84v,biological_balneological,biological_balneological,42,1,True,"f84v.42,@Pb",okar
3209,f84v,biological_balneological,biological_balneological,43,1,False,"f84v.43,+Pb",ydairol
3210,f84v,biological_balneological,biological_balneological,44,1,False,"f84v.44,+Pb",ychckhy
3211,f84v,biological_balneological,biological_balneological,45,1,False,"f84v.45,+Pb",dshedy
3212,f84v,biological_balneological,biological_balneological,46,1,True,"f84v.46,@Pb",okchdy
3213,f84v,biological_balneological,biological_balneological,47,1,False,"f84v.47,+Pb",solchey
3214,f84v,biological_balneological,biological_balneological,48,2,False,"f84v.48,+Pb",dair oldy
3215,f84v,biological_balneological,biological_balneological,49,1,False,"f84v.49,+Pb",darchy
3216,f84v,biological_balneological,biological_balneological,50,1,False,"f84v.51,+Pb",ochedy
3217,f85r1,unknown,unknown,1,11,True,"f85r1.1,@P0",pdsheody shdol shey otchdy dshedy soeeedy dchefoey sair shedy sodair shey
3218,f85r1,unknown,unknown,2,12,False,"f85r1.2,+P0",yoiin cheey qocthdy otedy dol ar aiin okshd okchedy otedy chckhdy otam
3219,f85r1,unknown,unknown,3,11,False,"f85r1.3,+P0",tarar otedy opcheey ykdair chy qotedy qokchdy otedy cheol saiin otedam
3220,f85r1,unknown,unknown,4,10,False,"f85r1.4,+P0",odeedaiin qokechy daiin chekchy olshedy qokeedy doltshdy otar otchdy ols
3221,f85r1,unknown,unknown,5,10,False,"f85r1.5,+P0",tchedy kchedy qodaiin olkeedy oraiin olshedy okchy kedy tedy tdam
3222,f85r1,unknown,unknown,6,7,False,"f85r1.6,+P0",roraiin shey pchey qokeey chor ol shedy
3223,f85r1,unknown,unknown,7,10,False,"f85r1.7,+P0",pchedy oraiin shefchdy qopar sheedy qokedy qotchedy kchdar ypchdy ldo
3224,f85r1,unknown,unknown,8,11,False,"f85r1.8,+P0",daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin dal shdar oram
3225,f85r1,unknown,unknown,9,10,False,"f85r1.9,+P0",tsheed lchey qokeshy da shedar sheol qo chofchdy qotd ofar
3226,f85r1,unknown,unknown,10,4,False,"f85r1.10,+P0",dair chotaiin cheod cheolkeedy
3227,f85r1,unknown,unknown,11,12,False,"f85r1.11,+P0",pdar ol shdair qopcheedy dal chdal chor shefshoro raiin dolor aiin opakam
3228,f85r1,unknown,unknown,12,11,False,"f85r1.12,+P0",tdain okeody lchdy lkor oeeseary dar shedaiin oto daiin dlar am
3229,f85r1,unknown,unknown,13,11,False,"f85r1.13,+P0",rsheodar qocth kar okaiin ykeeeody qotal ol aiin ol daldy shody
3230,f85r1,unknown,unknown,14,11,False,"f85r1.14,+P0",daror sheedy keody oteody ar aiin cheedy otaiin dar al odaiiin
3231,f85r1,unknown,unknown,15,12,False,"f85r1.15,+P0",qokeeodaiin chey okaiin okal al dl sheokey cheokaiin ol keeo dal olky
3232,f85r1,unknown,unknown,16,4,False,"f85r1.16,+P0",shoiin qokar okar cheey
3233,f85r1,unknown,unknown,17,10,False,"f85r1.17,+P0",polky shey olkedaiin shor cphedy dair sh opchey shtor aiinsham
3234,f85r1,unknown,unknown,18,10,False,"f85r1.18,+P0",olkeey otchey qokedy qodaiin ch checphey otshey qokshey schdy dam
3235,f85r1,unknown,unknown,19,5,False,"f85r1.19,+Pr",okchy okchdy otchedy dam lam
3236,f85r1,unknown,unknown,20,10,True,"f85r1.20,*P0",pcheo kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy
3237,f85r1,unknown,unknown,21,11,False,"f85r1.21,+P0",daiir cheody oraiin ol okaiin cheocthey olor otedy qotaiin chor chedy
3238,f85r1,unknown,unknown,22,6,False,"f85r1.22,+P0",ydair tar chedy oraiin ychedy okedy
3239,f85r1,unknown,unknown,23,11,False,"f85r1.23,+P0",pchdaiin shodaiin shofshedy yteody ypar ches aiin chol dy qopar shetam
3240,f85r1,unknown,unknown,24,11,False,"f85r1.24,+P0",tedair ykeedy dain cheedy qokar chedy okar shee eey qokedy olchedy
3241,f85r1,unknown,unknown,25,5,False,"f85r1.25,+P0",schedaiir oteody chcthdy qokaiin ykchedy
3242,f85r1,unknown,unknown,26,12,False,"f85r1.26,+P0",pchdair or shshdar qopchedy opchdy qofchdy dar aiin chcphdy dar or daiin
3243,f85r1,unknown,unknown,27,9,False,"f85r1.27,+P0",ychedy shetshdy qotar okedy qokal saiin ol karar odeeeg
3244,f85r1,unknown,unknown,28,11,False,"f85r1.28,+P0",kchedar yteol okchdy kedy otor odor ar chedy otechdy dal cphedy
3245,f85r1,unknown,unknown,29,12,False,"f85r1.29,+P0",oees aiin ol keeody or cheey qokchdy qotol okar otar otchy okam
3246,f85r1,unknown,unknown,30,10,False,"f85r1.30,+P0",dorchdy aiin okeder chcthy okedy chdy chdy otal otchdy otalom
3247,f85r1,unknown,unknown,31,11,False,"f85r1.31,+P0",podaiin shdar ypchdar dar ypchdy qopol dar keshar dchdal chol air
3248,f85r1,unknown,unknown,32,12,False,"f85r1.32,+P0",ytor chol shdy tody qotchdy otchol chees or eeodaiin or aral olkam
3249,f85r1,unknown,unknown,33,11,False,"f85r1.33,+P0",raraiiin shey osaiin otar ytar otedy or aiin otar olar olkeedy
3250,f85r1,unknown,unknown,34,10,False,"f85r1.34,+P0",ysheedy ksheey qokor or chod lkchedy qotody qokar shty otarar
3251,f85r1,unknown,unknown,35,5,False,"f85r1.35,+Pc",ar chedar olpchdy otol otchedy
3252,f85r2,cosmological,cosmological,1,35,False,"f85r2.1,@Cc",odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkech os aiin oteedy dar otees opaiin chcphdar
3253,f85r2,cosmological,cosmological,2,5,True,"f85r2.2,@Pb",sain or or aiin opchdy
3254,f85r2,cosmological,cosmological,3,5,False,"f85r2.3,+Pb",qotor sheedy shodaiin olfar ary
3255,f85r2,cosmological,cosmological,4,5,False,"f85r2.4,+Pb",dair sheo oraiin chol daiin
3256,f85r2,cosmological,cosmological,5,3,False,"f85r2.5,+Pb",ockhdar olkar shoral
3257,f85r2,cosmological,cosmological,6,1,False,"f85r2.6,+Pb",roseer
3258,f85r2,cosmological,cosmological,7,5,True,"f85r2.7,@Pb",pchedeey olkey qokedy sheos fcheey
3259,f85r2,cosmological,cosmological,8,6,False,"f85r2.8,+Pb",otchedy chotey qocthey oteey ol oloqorain
3260,f85r2,cosmological,cosmological,9,6,False,"f85r2.9,+Pb",daiin qotaiin tchedy otedy qotchdy chckhey
3261,f85r2,cosmological,cosmological,10,6,False,"f85r2.10,+Pb",ytchedy qodar qotedar qokar qotchd qotom
3262,f85r2,cosmological,cosmological,11,4,False,"f85r2.11,+Pb",soiis aiin shedaiin chok
3263,f85r2,cosmological,cosmological,12,4,True,"f85r2.12,@Pb",otchs shedor chey sorain
3264,f85r2,cosmological,cosmological,13,5,False,"f85r2.13,+Pb",or shedy tedy sodaiiin chy
3265,f85r2,cosmological,cosmological,14,4,False,"f85r2.14,+Pb",ytedar chz aiin arody
3266,f85r2,cosmological,cosmological,15,5,False,"f85r2.15,+Pb",ypshedy dar chedy or am
3267,f85r2,cosmological,cosmological,16,5,False,"f85r2.16,+Pb",oteey qodaiin odain an chey
3268,f85r2,cosmological,cosmological,17,3,False,"f85r2.17,+Pb",orar oldar ain
3269,f85r2,cosmological,cosmological,18,5,True,"f85r2.18,@Pb",okees olaiin qokal chdy sary
3270,f85r2,cosmological,cosmological,19,5,False,"f85r2.19,+Pb",qokshedy qodain chckhy ykeedy chedy
3271,f85r2,cosmological,cosmological,20,8,False,"f85r2.20,+Pb",or aiin ckhed or ain olchey qokal shedy
3272,f85r2,cosmological,cosmological,21,5,False,"f85r2.21,+Pb",qokeody qoekedy dody shedy qodaiin
3273,f85r2,cosmological,cosmological,22,8,False,"f85r2.22,+Pb",los ar shedy qokshey qose or aiin og
3274,f85r2,cosmological,cosmological,23,5,False,"f85r2.23,+Pb",ol lcheol chol ol sheoly
3275,f85r2,cosmological,cosmological,24,13,False,"f85r2.24,@Cc",okees ochar oted ochedy otody olchedy oteedo ar or airol otees ar aram
3276,fRos,unknown,unknown,1,1,False,"fRos.1,@L0",saeeasa
3277,fRos,unknown,unknown,2,33,False,"fRos.2,@Cc",oto tosaes adar otar otes okaiin dal al chdar otdar chefchs okor ol om olkeeodaiin shol okal orshees qoeey okalol otodr ochs ar ol oqokam oteed oteedy okedy lraiin or aiin okor okeedy
3278,fRos,unknown,unknown,3,2,False,"fRos.3,@L0",ofain ain
3279,fRos,unknown,unknown,4,2,False,"fRos.4,+L0",ych ais
3280,fRos,unknown,unknown,5,1,False,"fRos.5,+L0",ydekam
3281,fRos,unknown,unknown,6,1,False,"fRos.6,+L0",darchedy
3282,fRos,unknown,unknown,7,2,False,"fRos.7,+L0",otochedy sy
3283,fRos,unknown,unknown,8,2,False,"fRos.8,+L0",soeedoy olal
3284,fRos,unknown,unknown,9,2,False,"fRos.9,+L0",dchor orary
3285,fRos,unknown,unknown,10,2,False,"fRos.10,+L0",sairo am
3286,fRos,unknown,unknown,11,1,False,"fRos.11,@L0",okchdarar
3287,fRos,unknown,unknown,12,1,False,"fRos.12,@L0",soiindy
3288,fRos,unknown,unknown,13,1,False,"fRos.13,@L0",ytedar
3289,fRos,unknown,unknown,14,1,False,"fRos.14,@L0",dsschx
3290,fRos,unknown,unknown,15,1,False,"fRos.15,@L0",daldar
3291,fRos,unknown,unknown,16,1,False,"fRos.16,@L0",ofardy
3292,fRos,unknown,unknown,17,1,False,"fRos.17,@L0",orarol
3293,fRos,unknown,unknown,18,1,False,"fRos.18,@L0",daldal
3294,fRos,unknown,unknown,19,2,False,"fRos.19,@L0",da aldy
3295,fRos,unknown,unknown,20,41,False,"fRos.20,@Cc",sais od ar or okal okal or alal ykal ol ar ol al ol al lor okan okod oked okeo ldy opashs otedy chedchs sheekedy odal shd olkeedy yky kaiir okchdy otol ar aiin aiir oeal okchdy oly okain olkaiin ody
3296,fRos,unknown,unknown,21,1,False,"fRos.21,@L0",oko
3297,fRos,unknown,unknown,22,1,False,"fRos.22,@L0",daiiny
3298,fRos,unknown,unknown,23,1,False,"fRos.23,@L0",do
3299,fRos,unknown,unknown,24,1,False,"fRos.24,@L0",okedy
3300,fRos,unknown,unknown,25,1,False,"fRos.25,@L0",ary
3301,fRos,unknown,unknown,26,1,False,"fRos.26,@L0",opain
3302,fRos,unknown,unknown,27,1,False,"fRos.27,@L0",opar
3303,fRos,unknown,unknown,28,1,False,"fRos.28,@L0",adairy
3304,fRos,unknown,unknown,29,1,False,"fRos.29,@L0",dxar
3305,fRos,unknown,unknown,30,1,False,"fRos.30,@L0",okory
3306,fRos,unknown,unknown,31,2,False,"fRos.31,@L0",opo chosody
3307,fRos,unknown,unknown,32,1,False,"fRos.32,@L0",adashgasain
3308,fRos,unknown,unknown,33,2,False,"fRos.33,@L0",cfair ol
3309,fRos,unknown,unknown,34,1,False,"fRos.34,@L0",okody
3310,fRos,unknown,unknown,35,33,False,"fRos.35,@Cc",okos or air oteoteedy otos otedar ches okodainol ykedy eedor tchdaiin sy sarald todar chkar odair or oal okchdy seedy oteedy ykchda cheky aiin okees olar or ykeedy okeo lodaiin or olaiiin olar
3311,fRos,unknown,unknown,36,16,False,"fRos.36,@Cc",ochs octhey osar aram arkeeody ochdor ol oekairy ytodaro opalshy or arodar ykodar ykodar ykary opalxy
3312,fRos,unknown,unknown,37,2,False,"fRos.37,@L0",opoor daly
3313,fRos,unknown,unknown,38,2,False,"fRos.38,@L0",okas oedady
3314,fRos,unknown,unknown,39,3,True,"fRos.39,@Pb",kechy qolchedar ar
3315,fRos,unknown,unknown,40,3,False,"fRos.40,+Pb",otedy chdaiin oty
3316,fRos,unknown,unknown,41,1,False,"fRos.41,@L0",al
3317,fRos,unknown,unknown,42,1,False,"fRos.42,@L0",eey
3318,fRos,unknown,unknown,43,1,False,"fRos.43,@L0",okor
3319,fRos,unknown,unknown,44,1,False,"fRos.44,@L0",sarchcphdy
3320,fRos,unknown,unknown,45,2,False,"fRos.45,@L0",otchdy otoldy
3321,fRos,unknown,unknown,46,1,False,"fRos.46,@L0",ofchedaiin
3322,fRos,unknown,unknown,47,31,False,"fRos.47,@Cc",osar otar otodeedy oty daiin sheor oar otedy qotedy oteey otoraiin chekad ol aiin okedal olor op iiral eeealky tar qokeo tched oiin oteedaiin odal cheky otchdor or olkoaiin ok laiin
3323,fRos,unknown,unknown,48,1,False,"fRos.48,@L0",otedal
3324,fRos,unknown,unknown,49,1,False,"fRos.49,@L0",opaiin
3325,fRos,unknown,unknown,50,1,False,"fRos.50,@L0",otchdy
3326,fRos,unknown,unknown,51,1,False,"fRos.51,@L0",okchy
3327,fRos,unknown,unknown,52,1,False,"fRos.52,@L0",chkeedy
3328,fRos,unknown,unknown,53,1,False,"fRos.53,@L0",opairar
3329,fRos,unknown,unknown,54,1,False,"fRos.54,@L0",odee
3330,fRos,unknown,unknown,55,1,False,"fRos.55,@L0",okody
3331,fRos,unknown,unknown,56,1,False,"fRos.56,@L0",depcheky
3332,fRos,unknown,unknown,57,1,False,"fRos.57,@L0",ot
3333,fRos,unknown,unknown,58,1,False,"fRos.58,@L0",osy
3334,fRos,unknown,unknown,59,1,False,"fRos.59,@L0",dl
3335,fRos,unknown,unknown,60,1,False,"fRos.60,@L0",dy
3336,fRos,unknown,unknown,61,1,False,"fRos.61,@L0",oteey
3337,fRos,unknown,unknown,62,39,False,"fRos.62,@Cc",otor os om araiin okeody okar odsheedy odaiin okchdy okar shor okaiin daiin ofair oly olkair odal olkalor olor esha olar oteedaiin otes ar yqos aiiin ol qotody ol oir or oroa oteeedy okal okodar otshe okody otedy chdar
3338,fRos,unknown,unknown,63,1,False,"fRos.63,@L0",oteedy
3339,fRos,unknown,unknown,64,1,False,"fRos.64,@L0",opy
3340,fRos,unknown,unknown,65,1,False,"fRos.65,@L0",odal
3341,fRos,unknown,unknown,66,1,False,"fRos.66,@L0",shdy
3342,fRos,unknown,unknown,67,1,False,"fRos.67,@L0",opchees
3343,fRos,unknown,unknown,68,1,False,"fRos.68,@L0",opar
3344,fRos,unknown,unknown,69,1,False,"fRos.69,@L0",daral
3345,fRos,unknown,unknown,70,2,False,"fRos.70,@L0",otdodar oedy
3346,fRos,unknown,unknown,71,2,False,"fRos.71,@L0",soshxor arar
3347,fRos,unknown,unknown,72,2,False,"fRos.72,@L0",otedain otedy
3348,fRos,unknown,unknown,73,2,False,"fRos.73,@L0",ytedar ary
3349,fRos,unknown,unknown,74,1,False,"fRos.74,@L0",opcheda
3350,fRos,unknown,unknown,75,1,False,"fRos.75,@L0",ols
3351,fRos,unknown,unknown,76,1,False,"fRos.76,@L0",ypal
3352,fRos,unknown,unknown,77,1,False,"fRos.77,@L0",opydsh
3353,fRos,unknown,unknown,78,1,False,"fRos.78,@L0",rshy
3354,fRos,unknown,unknown,79,1,False,"fRos.79,@L0",olz
3355,fRos,unknown,unknown,80,1,False,"fRos.80,@L0",dtedg
3356,fRos,unknown,unknown,81,1,False,"fRos.81,@L0",opy
3357,fRos,unknown,unknown,82,1,False,"fRos.82,@L0",ofdaj
3358,fRos,unknown,unknown,83,1,False,"fRos.83,@L0",ddary
3359,fRos,unknown,unknown,84,2,False,"fRos.84,@L0",ot dy
3360,fRos,unknown,unknown,85,1,False,"fRos.85,@L0",dairdy
3361,fRos,unknown,unknown,86,1,False,"fRos.86,@L0",rody
3362,fRos,unknown,unknown,87,31,False,"fRos.87,@Cc",yke okees olchedy okal dol otodar shekal olkar cheykar shal qokal okchr otar otody otody otody otas chfol okshy okem okar ar okedy okedy okchedy eeekchedy ofchdor qotchdy kar chdar chekolko
3363,fRos,unknown,unknown,88,1,False,"fRos.88,@L0",ofary
3364,fRos,unknown,unknown,89,1,False,"fRos.89,@L0",okady
3365,fRos,unknown,unknown,90,2,False,"fRos.90,@L0",okchdy kary
3366,fRos,unknown,unknown,91,2,False,"fRos.91,@L0",oraiin eey
3367,fRos,unknown,unknown,92,1,False,"fRos.92,@L0",opodchd
3368,fRos,unknown,unknown,93,2,False,"fRos.93,@L0",dar dy
3369,fRos,unknown,unknown,94,30,False,"fRos.94,@Cc",otchdaiin otodar otedar otar odaiin olkaiin otl xasashe ol ar chedaiin ockhedy shed otody okedal or aiin otody toor chepar ol chckhy opchdar al xar opor olchedy okalm or afalairidy
3370,fRos,unknown,unknown,95,1,False,"fRos.95,@L0",okaramal
3371,fRos,unknown,unknown,96,1,False,"fRos.96,@L0",opchdy
3372,fRos,unknown,unknown,97,1,False,"fRos.97,@L0",ofdora
3373,fRos,unknown,unknown,98,1,False,"fRos.98,@L0",oda
3374,fRos,unknown,unknown,99,1,False,"fRos.99,@L0",ofchdar
3375,fRos,unknown,unknown,100,1,False,"fRos.100,@L0",otedam
3376,fRos,unknown,unknown,101,1,False,"fRos.101,@L0",lokedshs
3377,fRos,unknown,unknown,102,1,False,"fRos.102,@L0",otodar
3378,fRos,unknown,unknown,103,1,False,"fRos.103,@L0",otedaiin
3379,fRos,unknown,unknown,104,1,False,"fRos.104,@L0",okedy
3380,fRos,unknown,unknown,105,1,False,"fRos.105,@L0",xoltedy
3381,fRos,unknown,unknown,106,2,False,"fRos.106,@L0",op dam
3382,fRos,unknown,unknown,107,2,False,"fRos.107,@L0",otedy oporam
3383,fRos,unknown,unknown,108,2,False,"fRos.108,@L0",ot dy
3384,fRos,unknown,unknown,109,1,False,"fRos.109,+L0",otody
3385,fRos,unknown,unknown,110,1,False,"fRos.110,/L0",chdain
3386,fRos,unknown,unknown,111,1,False,"fRos.111,+L0",oted
3387,fRos,unknown,unknown,112,2,False,"fRos.112,@L0",opa efchdy
3388,fRos,unknown,unknown,113,3,False,"fRos.113,=Cc",sar odaiin or
3389,fRos,unknown,unknown,114,1,False,"fRos.114,+Ca",dar
3390,fRos,unknown,unknown,115,1,False,"fRos.115,=L0",oteoly
3391,fRos,unknown,unknown,116,2,False,"fRos.116,@L0",ofod dy
3392,fRos,unknown,unknown,117,2,False,"fRos.117,@L0",opd dy
3393,fRos,unknown,unknown,118,1,False,"fRos.118,@L0",otodey
3394,fRos,unknown,unknown,119,1,False,"fRos.119,@L0",otodedy
3395,fRos,unknown,unknown,120,1,False,"fRos.120,@L0",opchdain
3396,fRos,unknown,unknown,121,2,False,"fRos.121,@L0",otdar shed
3397,fRos,unknown,unknown,122,32,False,"fRos.122,@Cc",okedar okody okair ched opar ol keeedy ar olkchedy otedaiin olky or aiin ody osain xdar odaiin okedal ol ar oekaiin al saldan oteedy otchdaiin otedy ar aiin yky odaiin okal okalar
3398,fRos,unknown,unknown,123,1,False,"fRos.123,@L0",ofaraiin
3399,fRos,unknown,unknown,124,1,False,"fRos.124,@L0",okolar
3400,fRos,unknown,unknown,125,1,False,"fRos.125,@L0",okchdy
3401,fRos,unknown,unknown,126,1,False,"fRos.126,@L0",ykedy
3402,fRos,unknown,unknown,127,1,False,"fRos.127,@L0",oteedy
3403,fRos,unknown,unknown,128,1,False,"fRos.128,@L0",otosaiin
3404,fRos,unknown,unknown,129,1,False,"fRos.129,@L0",otchdam
3405,fRos,unknown,unknown,130,1,False,"fRos.130,@L0",tedy
3406,fRos,unknown,unknown,131,1,False,"fRos.131,@L0",okar
3407,fRos,unknown,unknown,132,1,False,"fRos.132,@L0",lashalg
3408,fRos,unknown,unknown,133,29,False,"fRos.133,@Cc",ok ar ar okary otodeed odar chekaiin oees oiin okees oiir odaiin okalol aiiin okal ol otar chchdam chetey otodches oteesey chckhy otody otal chedal opal olkar okedaiin oror
3409,fRos,unknown,unknown,134,1,False,"fRos.134,@L0",alda
3410,fRos,unknown,unknown,135,1,False,"fRos.135,@L0",osaram
3411,fRos,unknown,unknown,136,1,False,"fRos.136,@L0",oparodam
3412,fRos,unknown,unknown,137,3,True,"fRos.137,@Pb",otam opchody oteey
3413,fRos,unknown,unknown,138,5,True,"fRos.138,*Pb",opar chepchey oteedy olaiin osshy
3414,fRos,unknown,unknown,139,4,True,"fRos.139,@Pb",tol ofar chefaiin ol
3415,fRos,unknown,unknown,140,3,False,"fRos.140,+Pb",okchy qokedy qokedy
3416,fRos,unknown,unknown,141,3,False,"fRos.141,+Pb",tol teoor chekor
3417,fRos,unknown,unknown,142,3,True,"fRos.142,@Pb",okar olche daiin
3418,fRos,unknown,unknown,143,5,False,"fRos.143,+Pb",ok dy qokcho chfady oro
3419,fRos,unknown,unknown,144,4,False,"fRos.144,+Pb",okeechy okol shee tolf
3420,fRos,unknown,unknown,145,2,False,"fRos.145,+Pb",saiir shodaiin
3421,fRos,unknown,unknown,146,1,False,"fRos.146,@L0",dor
3422,fRos,unknown,unknown,147,1,False,"fRos.147,+L0",oky
3423,fRos,unknown,unknown,148,1,False,"fRos.148,+L0",roo
3424,fRos,unknown,unknown,149,1,False,"fRos.149,@L0",otol
3425,fRos,unknown,unknown,150,1,False,"fRos.150,+L0",ardas
3426,fRos,unknown,unknown,151,1,False,"fRos.151,+L0",chdy
3427,fRos,unknown,unknown,152,1,False,"fRos.152,@L0",oparod
3428,fRos,unknown,unknown,153,1,False,"fRos.153,+L0",shckhdy
3429,fRos,unknown,unknown,154,1,False,"fRos.154,+L0",tshda
3430,fRos,unknown,unknown,155,1,False,"fRos.155,@L0",opchd
3431,fRos,unknown,unknown,156,1,False,"fRos.156,+L0",opchdy
3432,fRos,unknown,unknown,157,1,False,"fRos.157,+L0",qokal
3433,fRos,unknown,unknown,158,1,False,"fRos.158,@L0",shet
3434,fRos,unknown,unknown,159,1,False,"fRos.159,+L0",opchsy
3435,fRos,unknown,unknown,160,2,False,"fRos.160,+L0",che ky
3436,f86v4,cosmological,cosmological,1,40,False,"f86v4.1,@Cc",opos os sheody pch ar odsheo qody cheepchdy lpchedy olkar shdar dchdor qopcher ches os eeedar odaiin pcheodar chdair orarorchy shar opchsey otedy ch chedy sarshed odar sheey scheor al cheefar shetchy qoteol otor shar qoteshy do ofor arar dl
3437,f86v4,cosmological,cosmological,2,31,False,"f86v4.2,@Cc",oeeey daiin otedaiin otedy oteey chedaiin octhedy chy shedaiin chotaiin oraiin otodeee ar yteeody oteedaraiin shedaiin chdar shedy qotedaiin chedy tchdy chetdy chedy qotar chedy chckhy daiin otedy seeedy yteey sam
3438,f86v4,cosmological,cosmological,3,35,False,"f86v4.3,@Cc",tchey dair alody shes qeeor or odarchdy chdy orcheos ain or otee chedees oteedy qoty otedy shedy otedy dar shd shy schdy chdeedy dodar oiin or oiin sar orchedy qotchdy dchdes ar sheody opcho fcheom
3439,f86v4,cosmological,cosmological,4,33,False,"f86v4.4,@Cc",pchedar ar or otees oes olkeor dar ain desy doeedey opchedy shedaiin dar otedy dain otey dam otedy daiin chocthy dtedair chody sheos otedos qokechy pchdeedy dan ol dol oty sho pol otoldyl
3440,f86v4,cosmological,cosmological,5,9,True,"f86v4.5,@P0",pcheodar oedy qokeol qoeol oqokeol dar ol olair am
3441,f86v4,cosmological,cosmological,6,13,False,"f86v4.6,+P0",ycheoltar ol ol sheey qokey or aiin sheeor sar al ol sheey qockheey
3442,f86v4,cosmological,cosmological,7,10,False,"f86v4.7,+P0",tol sh or aiin ol keeod lcheody okedy qokeody qoain
